organizations,course_title
['Imperial College London'],Statistical Analysis with R for Public Health Specialization
"['Parsons School of Design, The New School']",Transforming the Fashion Business Specialization
['Rutgers the State University of New Jersey'],Supply Chain Analytics Specialization
"['University of California, Irvine']",An Introduction to Programming the Internet of Things (IOT) Specialization
['Stanford University'],International Women's Health and Human Rights
['Columbia University'],Construction Project Management
['Duke University'],Machine Learning Foundations for Product Managers
['Wesleyan University'],Social Psychology
['Duke University'],Decentralized Finance (DeFi): The Future of Finance Specialization
['University of Pennsylvania'],Introduction to Spreadsheets and Models
['IIMA - IIM Ahmedabad'],Pre-MBA Statistics
['Imperial College London'],Mathematics for Machine Learning: Linear Algebra
['Yale University'],Moral Foundations of Politics
['Georgia Institute of Technology'],Supply Chain Principles
['University of Michigan'],Python Basics
['Rutgers the State University of New Jersey'],Supply Chain Logistics
['University of Washington'],Computational Neuroscience
['IBM'],"Cybersecurity Roles, Processes & Operating System Security"
['Northwestern University'],"Modern Robotics:  Mechanics, Planning, and Control Specialization"
['CompTIA'],CompTIA a+ Network
['University of California San Diego'],Algorithmic Toolbox
['University of California San Diego'],Biology Meets Programming: Bioinformatics for Beginners
['University of Illinois at Urbana-Champaign'],"Federal Taxation I: Individuals, Employees, and Sole Proprietors"
['Microsoft'],Introduction to Microsoft Azure Cloud Services
['University of Michigan'],Finding Purpose and Meaning In Life: Living for What Matters Most
['UNSW Sydney (The University of New South Wales)'],Introduction to Systems Engineering
['Rice University'],Introduction to Scripting in Python Specialization
['University of California San Diego'],Object Oriented Java Programming: Data Structures and Beyond Specialization
['Johns Hopkins University'],R Programming
['Meta'],Programming in Python
['Fractal Analytics'],Fractal Data Science  Professional Certificate
['Microsoft'],Introduction to Networking and Cloud Computing
"['The State University of New York', 'University at Buffalo']",Improving Leadership & Governance in Nonprofit Organizations Specialization
['University of Toronto'],The Arts and Science of Relationships: Understanding Human Needs
['Hebrew University of Jerusalem'],Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course)
"['University of California, Santa Cruz']",C for Everyone: Programming Fundamentals
['New York University'],Engineering Health: Introduction to Yoga and Physiology
['University of California San Diego'],Data Structures
['Duke University'],"Python, Bash and SQL Essentials for Data Engineering Specialization"
['University of Glasgow '],MBA Essentials
['PwC'],Problem Solving with Excel
['The State University of New York'],Foundations for Assisting in Home Care
['University of Illinois at Urbana-Champaign'],An Introduction to Accessibility and Inclusive Design
['Amazon Web Services'],Architecting Solutions on AWS
['University System of Georgia'],Six Sigma and the Organization (Advanced)
['IBM'],"ETL and Data Pipelines with Shell, Airflow and Kafka"
['Duke University'],Java Programming: Solving Problems with Software
"['University of California, Irvine']",Introduction to Business Specialization
['University of Rochester'],"Introduction to Self-Determination Theory: An approach to motivation, development and wellness"
['Siemens'],Introduction to Model-Based Systems Engineering
['Yale University'],Introduction to Classical Music
['Commonwealth Education Trust'],Foundations of Teaching for Learning: Curriculum
['Erasmus University Rotterdam'],Earth Economics
['Duke University'],Civic Engagement in American Democracy
['University of Michigan'],Applied Machine Learning in Python
['Emory University'],Introduction to Management Consulting
['PwC'],Effective Business Presentations with Powerpoint
['Google'],Configuration Management and the Cloud
['Stanford University'],Love as a Force for Social Justice
['Illinois Tech'],Mastering Excel Essentials to Enhance Business Value
['Duke University'],Programming Fundamentals
['Whizlabs'],Exam Prep CKA: Certified Kubernetes Administrator
['Eindhoven University of Technology'],Process Mining: Data science in Action
['University of Illinois at Urbana-Champaign'],VLSI CAD Part II: Layout
['University of Michigan'],"Foundations of Sports Analytics: Data, Representation, and Models in Sports"
['University of Geneva'],Understanding Financial Markets
['Red Hat'],Fundamentals of Red Hat Enterprise Linux
['IBM'],Machine Learning with Apache Spark
['Rutgers the State University of New Jersey'],Supply Chain Planning
['University of Rochester'],Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics
['SAS'],Statistics with SAS
['Northeastern University '],Machine Learning in Healthcare: Fundamentals & Applications
['University of Toronto'],Bioinformatic Methods I
['Erasmus University Rotterdam'],Qualitative Comparative Analysis (QCA)
"['Birla Institute of Technology & Science, Pilani']",Introduction to Programming
['University of Illinois at Urbana-Champaign'],Digital Media and Marketing Strategies
['Google'],Analitik Data Google Professional Certificate
['Commonwealth Education Trust'],Foundations of Teaching for Learning: Introduction
['ISAE-SUPAERO'],New Space: Access to space - Basics
['University of Geneva'],Ecosystem Services: a Method for Sustainable Development
['ESCP Business School'],Intercultural Management
['Yale University'],Music and Social Action
['University of Colorado Boulder'],Statistical Inference and Hypothesis Testing in Data Science Applications
['IBM'],Applied AI with DeepLearning
['EC-Council'],Digital Forensics Essentials (DFE)
"['University of California, Santa Cruz']",Bayesian Statistics: Techniques and Models
['Northwestern University'],What is Social?
['The University of Sydney'],Using clinical health data for better healthcare
['MongoDB Inc.'],Introduction to MongoDB
['University of Colorado Boulder'],FPGA Design for Embedded Systems Specialization
['University of Colorado Boulder'],Optical Engineering Specialization
['University of Pennsylvania'],Robotics Specialization
['Autodesk'],Autodesk CAD/CAM/CAE for Mechanical Engineering Specialization
"['University of California, Irvine']",An Introduction to Programming the Internet of Things (IOT) Specialization
['University of Colorado Boulder'],Power Electronics Specialization
['Autodesk'],CAD and Digital Manufacturing Specialization
['Georgia Institute of Technology'],Fundamentals of Engineering Exam Review
['Rice University'],"Introduction to Biology: Ecology, Evolution, & Biodiversity Specialization"
['Georgia Institute of Technology'],Introduction to Engineering Mechanics
['University of Colorado Boulder'],Embedding Sensors and Motors Specialization
['Duke University'],Oil & Gas Industry Operations and Markets
"['University of California, Davis']",Fundamentals of GIS
['Autodesk'],Autodesk CAD/CAM for Manufacturing Specialization
['Arizona State University'],Battery Technologies Specialization
['Stanford University'],Understanding Einstein: The Special Theory of Relativity
"['The State University of New York', 'University at Buffalo']",Digital Manufacturing & Design Technology  Specialization
['Northwestern University'],"Modern Robotics:  Mechanics, Planning, and Control Specialization"
['University of Toronto'],Plant Bioinformatic Methods Specialization
['American Museum of Natural History'],Marine Biology
['University of Colorado Boulder'],Real-Time Embedded Systems Specialization
['University of Illinois at Urbana-Champaign'],Introduction to Sustainability
['University of Arizona'],Astronomy: Exploring Time and Space
['UNSW Sydney (The University of New South Wales)'],Introduction to Systems Engineering
['The State University of New York'],Solar Energy Basics
"['University of London', 'SOAS University of London']",Understanding Research Methods
['University of Colorado Boulder'],Spacecraft Dynamics and Control Specialization
['Johns Hopkins University'],Sustainable Cities Specialization
['University of Colorado Boulder'],Introduction to FPGA Design for Embedded Systems
['University of Colorado Boulder'],First Order Optical System Design
"['The State University of New York', 'University at Buffalo']","Energy Production, Distribution & Safety Specialization"
['Qualcomm Academy'],5G for Everyone
['Duke University'],Introduction to Chemistry:  Reactions and Ratios
['Arizona State University'],Additive Manufacturing Specialization
['Arizona State University'],Sustainability Analyst Fundamentals Specialization
['MathWorks'],Image Processing for Engineering and Science Specialization
['University of Virginia'],How Things Work: An Introduction to Physics
['Georgia Institute of Technology'],Linear Circuits 1: DC Analysis
['University of Pennsylvania'],Robotics: Aerial Robotics
['University of Colorado Boulder'],Embedded Software and Hardware Architecture
['University of Alberta'],Mountains 101
['University of Geneva'],Chemical Biology
['MathWorks'],Computer Vision for Engineering and Science Specialization
['Siemens'],Introduction to Model-Based Systems Engineering
['ISAE-SUPAERO'],Fundamentals of Flight mechanics Specialization
['Rice University'],Introduction to Biology: Ecology
['L&T EduTech'],"Power System: Generation, Transmission and Protection  Specialization"
['University of Leeds'],Fundamental Skills in Engineering Design
['University at Buffalo'],"Solar Energy for Engineers, Architects and Code Inspectors Specialization"
['The University of Chicago'],Global Warming I: The Science and Modeling of Climate Change
['Technical University of Denmark (DTU)'],Introduction to Industrial Bioprocess Development
['Eindhoven University of Technology'],Microwave engineering and antennas
['University of Colorado Boulder'],Renewable Energy Technology Fundamentals
['Autodesk'],Introduction to Mechanical Engineering Design and Manufacturing with Fusion 360
['Lund University'],Sustainable Cities and Communities Specialization
['Technical University of Munich (TUM)'],Digitalisation in Aeronautics and Space Specialization
['University of Colorado Boulder'],Semiconductor Devices Specialization
['University of Leeds'],Managing Major Engineering Projects Specialization
['The University of Edinburgh'],Astrobiology and the Search for Extraterrestrial Life
['L&T EduTech'],Design of Industrial Piping Systems Specialization
['University of Colorado Boulder'],Introduction to Power Electronics
['The State University of New York'],Solar Energy System Design
['University of Colorado System'],Electric Utilities Fundamentals and Future
['Siemens'],Introduction to Digital Transformation
['Rice University'],Introduction to Mechanics Specialization
['University of Colorado Boulder'],Spacecraft Formation Relative Orbits Specialization
['Arizona State University'],Rapid Prototyping Using 3D Printing Specialization
['Johns Hopkins University'],Powering your Home Projects with Raspberry Pi Specialization
['University of Rochester'],Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics
['Autodesk'],Intro to Digital Manufacturing with Autodesk Fusion 360
['Dartmouth College'],The Engineering of Structures Around Us Specialization
['Universiteit Leiden'],"The Great Sustainability Transition: Global challenges, Local actions"
['University of Illinois at Urbana-Champaign'],Sustainable Food Systems
['Campus BBVA'],The ABC of sustainability
"['University of California, Davis']","GIS Data Formats, Design and Quality"
"['University of Maryland, College Park']","The Effect of Fires on People, Property and the Environment"
['Georgia Institute of Technology'],Machine Design Part I
['Yale University'],Tropical Forest Landscapes 101: Conservation & Restoration
['The Hong Kong University of Science and Technology'],Introduction to Indoor Air Quality
['L&T EduTech'],A Practitioner's Approach to Power Distribution & Automation Specialization
['University of Colorado Boulder'],Electric Vehicle Sensors
['ISAE-SUPAERO'],New Space: Access to space - Basics
['University of Geneva'],Ecosystem Services: a Method for Sustainable Development
['University of Minnesota'],Fundamentals of Fluid Power
['University of Colorado Boulder'],Motors and Motor Control Circuits
['Arizona State University'],Rapid Prototyping and Tooling Specialization
['Korea Advanced Institute of Science and Technology(KAIST)'],Introduction to Semiconductor Process 1
['University of Arizona'],Astrobiology: Exploring Other Worlds
['Caltech'],The Science of the Solar System
['University of California San Diego'],Algae Biotechnology
['Dartmouth College'],Energy Justice: Fostering More Equitable Energy Futures
['Technical University of Denmark (DTU)'],Introduction to solar cells
['UNSW Sydney (The University of New South Wales)'],"Mechanics: Motion, Forces, Energy and Gravity, from Particles to Planets"
['University of Colorado Boulder'],Sensors and Sensor Circuit Design
['University of Colorado Boulder'],Statistical Thermodynamics Specialization
['Northwestern University'],Fundamentals of Digital Image and Video Processing
['Shanghai Jiao Tong University'],Fundamentals of Materials Science
['Korea Advanced Institute of Science and Technology(KAIST)'],Intro to Acoustics (Part 1)
['University of Colorado Boulder'],Real-Time Embedded Systems Concepts and Practices
['University of Pittsburgh'],Disaster Preparedness
['Duke University'],Drones for Environmental Science
['University of Toronto'],GIS Data Acquisition and Map Design
['Siemens'],Introduction to Solid Edge
['University of Colorado Boulder'],Deep Time: Discovering an Ancient Earth
['University of Geneva'],Particle Physics: an Introduction
['University of Colorado Boulder'],Renewable Energy Projects
['University of Colorado Boulder'],Design of High-Performance Optical Systems
['Northwestern University'],"Modern Robotics, Course 1:  Foundations of Robot Motion"
['EDHEC Business School'],Science and Engineering of Climate Change
['The Pennsylvania State University'],"Creativity, Innovation and Transformation"
"['University of Colorado Boulder', 'University of Colorado System']",Equivalent Circuit Cell Model Simulation
['Politecnico di Milano'],Sustainable Urban Water Systems
['The University of Edinburgh'],AstroTech: The Science and Technology behind Astronomical Discovery
['Emory University'],"Extinctions: Past, Present, & Future"
['University of Colorado Boulder'],Introduction to Power Semiconductor Switches
['University of Colorado Boulder'],FPGA Softcore Processors and IP Acquisition
['L&T EduTech'],Pipe Material Specification
['Georgia Institute of Technology'],Material Processing
['Technical University of Denmark (DTU)'],Environmental Management & Ethics
"['University at Buffalo', 'The State University of New York']",Electric Power Systems
['Caltech'],The Evolving Universe
['Rice University'],Introduction to Biology: Evolution
['University of Colorado Boulder'],Converter Circuits
['University of Colorado Boulder'],Semiconductor Physics
['Yonsei University'],Wireless Communications for Everybody
['West Virginia University'],Wood Science: Beyond Building
['Technical University of Denmark (DTU)'],Photovoltaic Systems
['Georgia Institute of Technology'],Materials Data Sciences and Informatics
"['Nanyang Technological University, Singapore']",Introduction to Complexity Science
['Arizona State University'],Semiconductor Packaging Manufacturing
"['University of Maryland, College Park']",Exploring Quantum Physics
['University of Michigan'],"Act on Climate: Steps to Individual, Community, and Political Action"
['MathWorks'],Introduction to Image Processing
['University of Toronto'],Spatial Analysis and Satellite Imagery in a GIS
['University of Colorado Boulder'],The Sustainability Imperative
['Politecnico di Milano'],Archaeoastronomy
['Georgia Institute of Technology'],Applications in Engineering Mechanics
['Technical University of Denmark (DTU)'],Ash-Related Operational Challenges in Energy Utilization of Sustainable Fuels
['University of Illinois at Urbana-Champaign'],Sports Turf Management: Best Practices
['Rice University'],"Natural Attenuation of Groundwater Contaminants: New Paradigms, Technologies, and Applications"
['The University of Edinburgh'],Climate Solutions
['Rice University'],Introduction to Biology: Biodiversity
['Coursera Project Network'],SimScale for Engineering Simulations - FEA for Beginners
['Autodesk'],Autodesk Fusion 360 Integrated CAD/CAM/CAE
['Korea Advanced Institute of Science and Technology(KAIST)'],Introduction to Semiconductor Devices 1
['The Hong Kong University of Science and Technology'],Understanding Modern Physics I: Relativity and Cosmology
"['University of Colorado Boulder', 'University of Colorado System']",Battery State-of-Charge (SOC) Estimation
['Technical University of Munich (TUM)'],Space Safety
['University of Cape Town'],Climate Adaptation in Africa
['Politecnico di Milano'],Modelling and measuring the Energy Transition
['MathWorks'],Object Tracking and Motion Detection with Computer Vision
['University of Geneva'],Climate Change and Water in Mountains: A Global Concern
['Arizona State University'],Primary and Secondary Batteries
['Rice University'],Physics 101 - Forces and Kinematics
['Coursera Project Network'],Product Development using AutoCAD
['Arizona State University'],Advanced Semiconductor Packaging
['University of Cape Town'],Climate Change Mitigation in Developing Countries
['Rice University'],Physics of Oscillators and Waves
['University at Buffalo'],Solar Energy and Electrical System Design
['University at Buffalo'],Solar Energy Systems Overview
['University of Colorado Boulder'],Engineering Genetic Circuits: Design
['Eindhoven University of Technology'],Sports and Building Aerodynamics
['The University of Chicago'],Global Warming II: Create Your Own Models in Python
['Politecnico di Milano'],Water: an essential resource
['Yonsei University'],Recent Advances in Freeform Electronics
['Autodesk'],Simulation Analysis for Mechanical Engineers with Autodesk Fusion 360
['Autodesk'],Modeling and Design for Mechanical Engineers with Autodesk Fusion 360
['Arizona State University'],Batteries and Electric Vehicles
['University of Leeds'],Major Engineering Project Performance
['The Hong Kong University of Science and Technology'],Understanding Modern Physics II: Quantum Mechanics and Atoms
['Johns Hopkins University'],Beginning Custom Projects with Raspberry Pi
['University of Manchester   '],Protecting the World: Introducing Corrosion Science and Engineering
['University of Colorado Boulder'],Advanced Spacecraft Dynamics and Control Specialization
['Arizona State University'],Engineering and Product Design Processes
['University of Michigan'],Environmental Health: the Foundation of Global Public Health
['University of Colorado Boulder'],Converter Control
['Rutgers the State University of New Jersey'],Analyzing the Universe
['Autodesk'],Generative Design for Additive Manufacturing
['National Taiwan University'],Edible Insects
['Georgia Institute of Technology'],Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion
['Coursera Instructor Network'],The Road to Autonomy: Exploring EV Technologies
['Exploratorium'],Exploring Light: Hands-on Activities and Strategies for Teachers
['University of Geneva'],Simulation and modeling of natural processes
"['The University of Edinburgh', 'British Council', 'Learning for Sustainability Scotland']",Learning for a Sustainable Future
['Dartmouth College'],Environmental Science
['Arizona State University'],Lithium Based Batteries
['University of Colorado Boulder'],Renewable Energy Futures
['Lund University'],Greening the Economy: Sustainable Cities
"['University at Buffalo', 'The State University of New York']",MBSE: Model-Based Systems Engineering
['Johns Hopkins University'],"Transportation, Sustainable Buildings, Green Construction"
['Autodesk'],3-Axis Machining with Autodesk Fusion 360
['Autodesk'],Creating Toolpaths for a CNC Lathe
"['University of Colorado Boulder', 'University of Colorado System']",Battery State-of-Health (SOH) Estimation
['Autodesk'],CAM and Design Manufacturing for Mechanical Engineers with Autodesk Fusion 360
['Coursera Project Network'],Storytelling with Kumu
['L&T EduTech'],Electrical Power Generation - An Industrial Outlook
['Arizona State University'],Introduction to Materials Science
['University of Colorado Boulder'],Light Emitting Diodes and Semiconductor Lasers
['L&T EduTech'],Design of Transmission Line: Modelling and Performance
['L&T EduTech'],Advanced Study of Protection Schemes and Switchgear
['University of Colorado Boulder'],Transistor - Field Effect Transistor and Bipolar Junction Transistor
['Lund University'],"Urban Nature: Connecting Cities, Sustainability and Innovation"
['University of Pennsylvania'],Robotics: Estimation and Learning
['PepsiCo'],The Water Cycle
['Arizona State University'],Using Rapid Prototyping in the Engineering Design Process
['University of Arizona'],Biosphere 2 Science for the Future of Our Planet
['Arizona State University'],Introduction to Additive Manufacturing Processes
['University of Colorado Boulder'],Real-Time Embedded Systems Theory and Analysis
['Arizona State University'],Zn and Ni Based Batteries
['Korea Advanced Institute of Science and Technology(KAIST)'],Introduction to Semiconductor Process 2
['Rice University'],Physics 101 - Energy and Momentum
['Dartmouth College'],Energy and Environment
['Northwestern University'],"Modern Robotics, Course 2:  Robot Kinematics"
['University of Michigan'],"Human Health Risks, Health Equity, and Environmental Justice"
['Arizona State University'],Sustainability Challenges for the Planet and Employers
['Technical University of Munich (TUM)'],Digitalisation in Aeronautics
"['University of California, Irvine']",Interfacing with the Raspberry Pi
"['University of Colorado Boulder', 'University of Colorado System']",Battery Pack Balancing and Power Estimation
"['University of California, Davis']",Beer Quality: Foam
['Arizona State University'],"Battery Comparison, Manufacturing, and Packaging"
['Autodesk'],Generative Design for Industrial Applications
['Rice University'],Physics 102  - Magnetic Fields and Faraday's Law
['Arizona State University'],Materials Science for Advanced Technological Applications Specialization
['University of Leeds'],Financing and Initiating Major Engineering Projects
"['University at Buffalo', 'The State University of New York']",Natural Gas
"['University at Buffalo', 'The State University of New York']",Energy: The Enterprise
"['University of California, Irvine']",Programming for the Internet of Things Project
['L&T EduTech'],Basics of Electrical Protection System
['Dartmouth College'],Engineering of Structures: Tension
['Arizona State University'],Material Extrusion
['Northwestern University'],"Modern Robotics, Course 4:  Robot Motion Planning and Control"
['Northwestern University'],"Modern Robotics, Course 5:  Robot Manipulation and Wheeled Mobile Robots"
['University of Colorado Boulder'],Real-Time Mission-Critical Systems Design
['Northwestern University'],"Modern Robotics, Course 6:  Capstone Project, Mobile Manipulation"
['University of Leeds'],"Major Engineering Projects: Governance, Risk and Scope"
['Banco Interamericano de Desarrollo'],Natural Disaster Risk in Infrastructure Projects
['University of Colorado Boulder'],Attitude Control with Momentum Exchange Devices
"['University at Buffalo', 'The State University of New York']",Digital Thread: Components
['Banco Interamericano de Desarrollo'],Decision Making and Governance of Natural Disaster Risk
['Autodesk'],Engineering Design Process with Autodesk Fusion 360
['ISAE-SUPAERO'],Flight mechanics - Lift and trajectory
['Autodesk'],Multi-Axis CNC Toolpaths
"['University at Buffalo', 'The State University of New York']",Intelligent Machining
['University of California San Diego'],Internet of Things V2: Setting up and Using Cloud Services
['University of Colorado Boulder'],Spacecraft Formation Flying and Control Capstone Project
['Arizona State University'],Design for Additive Manufacturing
['University of Colorado Boulder'],Averaged-Switch Modeling and Simulation
['University of Colorado Boulder'],Modeling and Control of Single-Phase Rectifiers and Inverters
['Autodesk'],Manufacturing Process with Autodesk Fusion 360
['Arizona State University'],Fundamentals of Semiconductor Characterization
['Politecnico di Milano'],New paradigms in wastewater management
['University of Michigan'],Environmental Hazards and Global Public Health
['University of Michigan'],"Climate Change, Sustainability, and Global Public Health"
['ISAE-SUPAERO'],Flight Mechanics - Anemobarometry
['University at Buffalo'],Renewable Energy: Fundamentals and Job Opportunities
['Korea Advanced Institute of Science and Technology(KAIST)'],Electrodynamics: An Introduction
['University of California San Diego'],Internet of Things: How did we get here?
['University of Pennsylvania'],Robotics: Mobility
['Arizona State University'],Selective Laser Sintering and Metal Laser Powder Bed Fusion
"['University at Buffalo', 'The State University of New York']",Safety in the Utility Industry
['University of Florida'],Agroforestry I: Principles and Practices
['Dartmouth College'],Engineering of Structures: Response of Structures
['Dartmouth College'],Engineering of Structures: Compression
['Dartmouth College'],Engineering of Structures: Shear and Bending
['Dartmouth College'],"Population, Food, and Soil"
['ISAE-SUPAERO'],Flight mechanics - Propulsive balance and energy
['University of Minnesota'],Statistical Molecular Thermodynamics
['Coursera Project Network'],Finite Element Analysis Convergence and Mesh Independence
['Coursera Project Network'],Exploring concepts of Optics using Wolfram notebook
['University of Florida'],"Agroforestry IV: Climate, Carbon Storage and Agroforestry"
['University of Florida'],Agroforestry III: Principles of Plant and Soil Management
['University of Florida'],"Agroforestry V: Ecosystem Services, Food and Sustainability"
['Coursera Project Network'],Explore Einstein's theories of Relativity using Wolfram
['Coursera Project Network'],Mycelium Growth with NetLogo Web
['Coursera Project Network'],Introducing Cellular Automata
"['University of California, Davis']",Beer Quality Systems
"['University of California, Davis']",Beer Quality: Freshness
"['University of California, Davis']",Beer Quality: Flavor
['Coursera Project Network'],Netzkonvergenzstudien in der Finiten Elemente Methode
['Arizona State University'],Foundational Sustainability Skills & Competencies
['Northwestern University'],"Modern Robotics, Course 3:  Robot Dynamics"
['University of Colorado Boulder'],Diode - pn Junction and Metal Semiconductor Contact
['University of Colorado Boulder'],Theory of Angular Momentum
['University of Colorado Boulder'],Approximation Methods
['L&T EduTech'],MV Substation - An industrial approach (PART-A)
['University of California San Diego'],Internet of Things: Multimedia Technologies
['University of California San Diego'],Internet of Things Capstone V2: Build a Mobile Surveillance System
['Arizona State University'],"Hardening, Polymers, Properties"
['Arizona State University'],Electrical Properties and Semiconductors
['Arizona State University'],Phase Diagrams
['Rice University'],Physics of Light and Materials
['Rice University'],Physics of Geometrical and Physical Optics
"['University at Buffalo', 'The State University of New York']",Advanced Manufacturing Enterprise
"['University at Buffalo', 'The State University of New York']",Digital Thread: Implementation
"['University at Buffalo', 'The State University of New York']",Cyber Security in Manufacturing
['Coursera Instructor Network'],EV Evolution: Comprehensive Introduction to EVs
['Banco Interamericano de Desarrollo'],Qualitative and Quantitative Analysis of Disaster Risk
['Dartmouth College'],Engineering of Structures: Tension and Compression
['The Hong Kong University of Science and Technology'],Understanding Modern Physics III: Simplicity and Complexity
['Arizona State University'],Electron and Ion Beam Characterization
"['The University of Edinburgh', 'British Council', 'Learning for Sustainability Scotland']",Learning for a Sustainable Future: Live at COP28
['Arizona State University'],3D Printing Technology Deep Dive and Use Cases
['Rice University'],Physics 102 - Electric Potential and DC Circuits
['Arizona State University'],Material Jetting and Stereolithography
['Autodesk'],Generative Design for Performance and Weight Reduction
['Princeton University'],Computer Architecture
['University of Kentucky'],Chemistry
['Columbia University'],The Age of Sustainable Development
['University of Kentucky'],Advanced Chemistry
['Coursera Project Network'],CFD Simulation Through a Centrifugal Pump
['Coursera Project Network'],"FEM - Linear, Nonlinear Analysis & Post-Processing"
['Georgia Institute of Technology'],Mechanics of Materials III: Beam Bending
['The Hong Kong University of Science and Technology'],Mastering Statics
['University of Colorado Boulder'],Our Place in the Cosmos
['University of Amsterdam'],Teaching in University Science Laboratories (Developing Best Practice)
['University of Colorado Boulder'],Getting There and Going Beyond
['University of Colorado Boulder'],What is Climate Change?
['University of Amsterdam'],Big History - From the Big Bang until Today
['University of Michigan'],The Basics of Rocket Science
['American Museum of Natural History'],The Dynamic Earth: A Course for Educators
['Coursera Instructor Network'],Plug Into The Future - EV Charging Essentials
['Politecnico di Milano'],Being a researcher (in Information Science and Technology)
['Johns Hopkins University'],Sustainable Transportation Networks and Streetscapes
['University of Colorado Boulder'],How Do We Manage Climate Change?
['Universiteit Leiden'],A Circular Economy of Metals: Towards a Sustainable Societal Metabolism
"['University at Buffalo', 'The State University of New York']",Roadmap to Success in Digital Manufacturing & Design
"['University of California, Santa Cruz']",Cyber-Physical Systems: Modeling and Simulation
['University of Alberta'],Introduction to the Arctic: Climate
['Johns Hopkins University'],Uncertainty and Research
['Dartmouth College'],Question Reality: Cosmos
['Arizona State University'],Crystal Structures and Properties of Metals
['Coursera Instructor Network'],Safety First: EV Maintenance & Best Practices
['University of Colorado Boulder'],Planning with Climate Change in Mind
['University of Florida'],Agroforestry II: Major Systems of the World
"['Nanyang Technological University, Singapore']","Beauty, Form & Function: An Exploration of Symmetry"
['Coursera Instructor Network'],Behind the Scenes: Exploring EV Core Systems
['Korea Advanced Institute of Science and Technology(KAIST)'],Introduction to Advanced Vibrations
['University of Colorado Boulder'],Kinetics: Studying Spacecraft Motion
['Coursera Project Network'],Building an Ecosystem model with Insight Maker
['Korea Advanced Institute of Science and Technology(KAIST)'],Electrodynamics: Electric and Magnetic Fields
['Korea Advanced Institute of Science and Technology(KAIST)'],Electrodynamics: Analysis of Electric Fields
['Lund University'],Introduction to Particle Accelerators (NPAP MOOC)
['Autodesk'],Generative Design for Part Consolidation
['Rice University'],Physics 102 - AC Circuits and Maxwell's Equations
['University of Colorado Boulder'],Current-Mode Control
['University of Colorado Boulder'],"Phases of Matter: Solid, Liquid, Gas and Beyond"
['Korea Advanced Institute of Science and Technology(KAIST)'],Rigid Body Dynamics
['Johns Hopkins University'],Communications and High-Speed Signals with Raspberry Pi
['Arizona State University'],Shape and Property Control of Metals I & II
['ISAE-SUPAERO'],Developments of structural dynamics
['The Hong Kong University of Science and Technology'],Slope Engineering
['The Pennsylvania State University'],Geodesign: Change Your World
['Pohang University of Science and Technology(POSTECH)'],Ferrous Technology II
['University of Colorado Boulder'],Modern Topics in Condensed Matter Physics
['PepsiCo'],Water Security & Stewardship
['University of Colorado Boulder'],Ideal Gases
['Korea Advanced Institute of Science and Technology(KAIST)'],Particle Dynamics
['University of Colorado Boulder'],Intro to the Arctic
['The University of Edinburgh'],Climate Solutions: UAE
['L&T EduTech'],Two-Phase Pipe Hydraulics and Pipe Sizing
['Carnegie Mellon University'],Statistical Thermodynamics: Molecules to Machines
['University of Colorado Boulder'],Non-Equilibrium Applications of Statistical Thermodynamics
['Korea Advanced Institute of Science and Technology(KAIST)'],Chemical Engineering Thermodynamics 2
['University of Colorado Boulder'],Analytical Mechanics for Spacecraft Dynamics
['University of Leeds'],Aeroecology: Exploring Biodiversity with Radar
['University of Michigan'],The History of Rocket Science
['Yonsei University'],Disaster Risk Management and Korean Policies
['Coursera Instructor Network'],Maximizing Miles: Enhancing EV Range & Efficiency
['University of Colorado Boulder'],Universal Theories
['University of California San Diego'],Internet of Things Capstone: Build a Mobile Surveillance System
['Coursera Project Network'],Exploring fluid mechanics using Wolfram notebook
['Icahn School of Medicine at Mount Sinai'],Systems Biology and Biotechnology Capstone
['University of Colorado Boulder'],Pathway to Space Specialization
['The University of Sydney'],Introduction to Linear Algebra
['University of Pennsylvania'],Calculus: Single Variable Part 1 - Functions
['University of Pennsylvania'],Calculus: Single Variable Part 3 - Integration
['University of Pennsylvania'],Calculus: Single Variable Part 2 - Differentiation
['University of Pennsylvania'],Calculus: Single Variable Part 4 - Applications
['The University of Hong Kong'],Materials in Oral Health
['University of Colorado System'],Cryptography and Information Theory
['University of London'],Introduction to Applied Cryptography
['Google'],"Assets, Threats, and Vulnerabilities"
['University of Toronto'],Self-Driving Cars Specialization
['University of Michigan'],Web Design for Everybody: Basics of Web Development & Coding Specialization
['Hebrew University of Jerusalem'],Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course)
['New York University'],Fundamentals of Machine Learning in Finance
['University of Colorado Boulder'],Industrial IoT Markets and Security
['University of Illinois at Urbana-Champaign'],VLSI CAD Part II: Layout
['University of Colorado System'],Homeland Security & Cybersecurity Connection - It's Not About the Terrorists
['Duke University'],Space Medicine
['University of Illinois at Urbana-Champaign'],Cloud Networking
['New York University'],Guided Tour of Machine Learning in Finance
['University of Toronto'],Introduction to Self-Driving Cars
['University of Illinois at Urbana-Champaign'],Hands-on Internet of Things Specialization
['EIT Digital '],Introduction to Architecting Smart IoT Devices
