course_title,domain,level,course_type,schedule,course_url,duration,rating
Real-Time Embedded Systems Concepts and Practices,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/real-time-embedded-systems-concepts-practices,50 hours (approximately),3.8
Disaster Preparedness,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/disaster-preparedness,Approx. 13 hours to complete,4.7
Drones for Environmental Science,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/drones-for-environmental-science,Approx. 12 hours to complete,4.9
GIS Data Acquisition and Map Design,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/gis-data-acquisition-map-design,20 hours (approximately),4.9
Introduction to Solid Edge,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-to-solid-edge,Approx. 8 hours to complete,4.8
Deep Time: Discovering an Ancient Earth,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/deep-time-discovering-an-ancient-earth,Approx. 10 hours to complete,4.8
Particle Physics: an Introduction,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/particle-physics,Approx. 40 hours to complete,4.4
Renewable Energy Projects,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/renewable-energy-projects,14 hours (approximately),4.8
Design of High-Performance Optical Systems,Physical Science and Engineering,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/design-high-performance-optical-systems,23 hours (approximately),4.6
"Modern Robotics, Course 1:  Foundations of Robot Motion",Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/modernrobotics-course1,24 hours (approximately),4.7
Science and Engineering of Climate Change,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/science-and-engineering-of-climate-change,9 hours (approximately),4.8
"Creativity, Innovation and Transformation",Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/creativity-innovation,Approx. 18 hours to complete,4.5
Equivalent Circuit Cell Model Simulation,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/equivalent-circuit-cell-model-simulation,27 hours (approximately),4.7
Sustainable Urban Water Systems,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/sustainable-urban-water-systems,Approx. 2 hours to complete,4.9
AstroTech: The Science and Technology behind Astronomical Discovery,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/astronomy-technology,Approx. 6 hours to complete,4.7
"Extinctions: Past, Present, & Future",Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/extinctions-past-present-and-future,Approx. 16 hours to complete,4.8
Introduction to Power Semiconductor Switches,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-to-power-semiconductor-switches,Approx. 9 hours to complete,
FPGA Softcore Processors and IP Acquisition,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/fpga-softcore-proccessors-ip,10 hours (approximately),3.9
Pipe Material Specification,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/pipe-material-specification,12 hours (approximately),
Material Processing,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/material-science-engineering,Approx. 11 hours to complete,4.8
Environmental Management & Ethics,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/environmental-management-ethics,Approx. 12 hours to complete,4.6
Electric Power Systems,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/electric-power-systems,12 hours (approximately),4.7
The Evolving Universe,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/evolvinguniverse,Approx. 65 hours to complete,4.6
Introduction to Biology: Evolution,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-to-biology-evolution,11 hours (approximately),4.9
Converter Circuits,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/converter-circuits,18 hours (approximately),4.8
Semiconductor Physics,Physical Science and Engineering,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/semiconductor-physics,14 hours (approximately),4.4
Wireless Communications for Everybody,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/wireless-communications,Approx. 13 hours to complete,4.7
Wood Science: Beyond Building,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/wood-science,Approx. 10 hours to complete,4.6
Photovoltaic Systems,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/photovoltaic-systems,Approx. 11 hours to complete,4.6
Materials Data Sciences and Informatics,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/material-informatics,Approx. 9 hours to complete,4.5
Introduction to Complexity Science,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/complexity,Approx. 16 hours to complete,4.6
Semiconductor Packaging Manufacturing,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/manufacturing,8 hours (approximately),4.8
Exploring Quantum Physics,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/quantum-physics,Approx. 34 hours to complete,4.1
"Act on Climate: Steps to Individual, Community, and Political Action",Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/act-on-climate,Approx. 25 hours to complete,4.8
Introduction to Image Processing,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-image-processing,10 hours (approximately),4.8
Spatial Analysis and Satellite Imagery in a GIS,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/spatial-analysis-satellite-imagery-in-a-gis,14 hours (approximately),4.9
The Sustainability Imperative,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/the-sustainability-imperative,Approx. 17 hours to complete,4.9
Archaeoastronomy,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/archaeoastronomy,Approx. 7 hours to complete,4.5
Applications in Engineering Mechanics,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/engineering-mechanics-statics-2,Approx. 15 hours to complete,4.8
Ash-Related Operational Challenges in Energy Utilization of Sustainable Fuels,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/sustainability-fuels-ash-chemistry-deposits-corrosion-additives,Approx. 68 hours to complete,4.8
Sports Turf Management: Best Practices,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/sports-turf-management,Approx. 7 hours to complete,
"Natural Attenuation of Groundwater Contaminants: New Paradigms, Technologies, and Applications",Physical Science and Engineering,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/natural-attenuation-of-groundwater-contaminants,Approx. 27 hours to complete,4.8
Climate Solutions,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/climate-solutions,Approx. 7 hours to complete,4.7
Introduction to Biology: Biodiversity,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-to-biology-biodiversity,22 hours (approximately),4.9
SimScale for Engineering Simulations - FEA for Beginners,Physical Science and Engineering,Beginner level,Guided Project,,https://www.coursera.org/projects/simscale-for-engineering-simulations-fea-for-beginners,1 hour,4.8
Autodesk Fusion 360 Integrated CAD/CAM/CAE,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/fusion-360-integrated-cad-cam-cae,12 hours (approximately),4.7
Introduction to Semiconductor Devices 1,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/semiconductor-1,Approx. 8 hours to complete,4.7
Understanding Modern Physics I: Relativity and Cosmology,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/understanding-modern-physics-1-relativity-and-cosmology,Approx. 12 hours to complete,4.7
Battery State-of-Charge (SOC) Estimation,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/battery-state-of-charge,27 hours (approximately),4.8
Space Safety,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/spacesafety,Approx. 19 hours to complete,
Climate Adaptation in Africa,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/climate-adaptation,Approx. 18 hours to complete,4.8
Modelling and measuring the Energy Transition,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/modelling-and-measuring-the-energy-transition,Approx. 6 hours to complete,4.2
Object Tracking and Motion Detection with Computer Vision,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/object-tracking-and-motion-computer-vision,13 hours (approximately),4.9
Climate Change and Water in Mountains: A Global Concern,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/climate-changes-mountains-water,Approx. 17 hours to complete,4.7
Primary and Secondary Batteries,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/primary-and-secondary-batteries,7 hours (approximately),4.9
Physics 101 - Forces and Kinematics,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/physics-101-forces-kinematics,29 hours (approximately),4.6
Product Development using AutoCAD,Physical Science and Engineering,Beginner level,Guided Project,,https://www.coursera.org/projects/product-development-using-autocad,1.5 hours,4.5
Advanced Semiconductor Packaging,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/advanced-packaging,6 hours (approximately),
Climate Change Mitigation in Developing Countries,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/climate-change-mitigation,Approx. 17 hours to complete,4.7
Physics of Oscillators and Waves,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/oscillators-waves,19 hours (approximately),
Solar Energy and Electrical System Design,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/solar-energy-and-electrical-system-design,16 hours (approximately),4.7
Solar Energy Systems Overview,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/solar-energy-systems,9 hours (approximately),4.7
Engineering Genetic Circuits: Design,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/engineering-genetic-circuit-design,Approx. 19 hours to complete,
Sports and Building Aerodynamics,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/sports-building-aerodynamics,Approx. 24 hours to complete,4.8
Global Warming II: Create Your Own Models in Python,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/global-warming-model,Approx. 32 hours to complete,4.1
Water: an essential resource,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/water-an-essential-resource,Approx. 3 hours to complete,4.7
Recent Advances in Freeform Electronics,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/freeform-electronics,Approx. 12 hours to complete,4.7
Simulation Analysis for Mechanical Engineers with Autodesk Fusion 360,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/simulation-analysis-mechanical-engineers,16 hours (approximately),4.8
Modeling and Design for Mechanical Engineers with Autodesk Fusion 360,Physical Science and Engineering,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/modeling-design-mechanical-engineers,18 hours (approximately),4.8
Batteries and Electric Vehicles,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/batteries-and-electric-vehicles,8 hours (approximately),4.5
Major Engineering Project Performance,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/major-engineering-project-performance,19 hours (approximately),4.7
Understanding Modern Physics II: Quantum Mechanics and Atoms,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/understanding-modern-physics-2-quantum-mechanics-and-atoms,Approx. 10 hours to complete,4.6
Beginning Custom Projects with Raspberry Pi,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/beginning-custom-projects-with-raspberry-pi,14 hours (approximately),4.8
Protecting the World: Introducing Corrosion Science and Engineering,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/corrosion,Approx. 11 hours to complete,4.6
Advanced Spacecraft Dynamics and Control Specialization,Physical Science and Engineering,Advanced level,Specializations,Flexible schedule,https://www.coursera.org/specializations/advanced-spacecraft-dynamics-control,2 months at 10 hours a week,4.9
Engineering and Product Design Processes,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/engineering-and-product-design-processes,3 hours (approximately),4.6
Environmental Health: the Foundation of Global Public Health,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/environmental-health-the-foundation-of-global-public-health,19 hours (approximately),4.7
Converter Control,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/converter-control,19 hours (approximately),4.8
Analyzing the Universe,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/analyze,Approx. 21 hours to complete,4.8
Generative Design for Additive Manufacturing,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/generative-design-additive-manufacturing,26 hours (approximately),4.8
Edible Insects,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/edible-insects,Approx. 14 hours to complete,4.9
Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/motion-and-kinetics,Approx. 18 hours to complete,4.8
The Road to Autonomy: Exploring EV Technologies,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/the-road-to-autonomy-exploring-ev-technologies,Approx. 2 hours to complete,
Exploring Light: Hands-on Activities and Strategies for Teachers,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/teach-light-color,Approx. 5 hours to complete,4.8
Simulation and modeling of natural processes,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/modeling-simulation-natural-processes,Approx. 23 hours to complete,4.2
Learning for a Sustainable Future,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/learning-for-a-sustainable-future,Approx. 11 hours to complete,4.7
Environmental Science,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/environmental-science,29 hours (approximately),4.6
Lithium Based Batteries,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/lithium-based-batteries,6 hours (approximately),4.8
Renewable Energy Futures,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/renewable-energy-futures,16 hours (approximately),4.8
Greening the Economy: Sustainable Cities,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/gte-sustainable-cities,9 hours (approximately),4.7
MBSE: Model-Based Systems Engineering,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/mbse,21 hours (approximately),4.4
"Transportation, Sustainable Buildings, Green Construction",Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/transportation-sustainable-buildings-green-construction,6 hours (approximately),4.7
3-Axis Machining with Autodesk Fusion 360,Physical Science and Engineering,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/3-axis-machining-autodesk-fusion-360,27 hours (approximately),4.9
Creating Toolpaths for a CNC Lathe,Physical Science and Engineering,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/cnc-toolpaths-cnc-lathe,18 hours (approximately),4.8
Battery State-of-Health (SOH) Estimation,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/battery-state-of-health,22 hours (approximately),4.7
CAM and Design Manufacturing for Mechanical Engineers with Autodesk Fusion 360,Physical Science and Engineering,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/cam-design-manufacturing-mechanical-engineers,16 hours (approximately),4.8
Storytelling with Kumu,Physical Science and Engineering,Intermediate level,Guided Project,,https://www.coursera.org/projects/storytelling-kumu,1.5 hours,4.6
Electrical Power Generation - An Industrial Outlook,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/electrical-power-generation-an-industrial-outlook,11 hours (approximately),4.7
Introduction to Materials Science,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-to-materials-science,29 hours (approximately),4.7
Light Emitting Diodes and Semiconductor Lasers,Physical Science and Engineering,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/leds-semiconductor-lasers,25 hours (approximately),4
Design of Transmission Line: Modelling and Performance,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/design-of-transmission-line-modelling-and-performance,16 hours (approximately),
Advanced Study of Protection Schemes and Switchgear,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/advanced-study-of-protection-schemes-and-switchgear,15 hours (approximately),4.7
Transistor - Field Effect Transistor and Bipolar Junction Transistor,Physical Science and Engineering,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/transistor-field-effect-transistor-bipolar-junction-transistor,12 hours (approximately),4.2
"Urban Nature: Connecting Cities, Sustainability and Innovation",Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/urban-nature,13 hours (approximately),4.7
Robotics: Estimation and Learning,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/robotics-learning,14 hours (approximately),4.3
The Water Cycle,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/the-water-cycle,9 hours (approximately),
Using Rapid Prototyping in the Engineering Design Process,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/using-rapid-prototyping-in-the-engineering-design-process,2 hours (approximately),
Biosphere 2 Science for the Future of Our Planet,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/biosphere-science-future,Approx. 28 hours to complete,4.8
Introduction to Additive Manufacturing Processes,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/introduction-to-additive-manufacturing-processes,10 hours (approximately),4.7
Real-Time Embedded Systems Theory and Analysis,Physical Science and Engineering,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/real-time-embedded-theory-analysis,60 hours (approximately),4.5
Zn and Ni Based Batteries,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/zn-and-ni-based-batteries,7 hours (approximately),
Introduction to Semiconductor Process 2,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/semiconductor-process-2,Approx. 5 hours to complete,
Physics 101 - Energy and Momentum,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/physics-101-energy-momentum,23 hours (approximately),4.5
Energy and Environment,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/energy-and-environment,22 hours (approximately),4.9
"Modern Robotics, Course 2:  Robot Kinematics",Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/modernrobotics-course2,18 hours (approximately),4.9
"Human Health Risks, Health Equity, and Environmental Justice",Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/human-health-risks-health-equity-and-environmental-justice,17 hours (approximately),
Sustainability Challenges for the Planet and Employers,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/sustainability-challenges-for-planet-and-employers,13 hours (approximately),
Digitalisation in Aeronautics,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/aeronautics,9 hours (approximately),4.6
Interfacing with the Raspberry Pi,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/raspberry-pi-interface,11 hours (approximately),4.7
Battery Pack Balancing and Power Estimation,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/battery-pack-balancing-power-estimation,22 hours (approximately),4.9
Beer Quality: Foam,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/beer-quality-foam,6 hours (approximately),
"Battery Comparison, Manufacturing, and Packaging",Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/battery-comparison-manufacturing-and-packaging,7 hours (approximately),
Generative Design for Industrial Applications,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/generative-design-industrial-applications,28 hours (approximately),4.8
Physics 102  - Magnetic Fields and Faraday's Law,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/physics-102-magnetic-fields-faradays-law,25 hours (approximately),
Materials Science for Advanced Technological Applications Specialization,Physical Science and Engineering,Intermediate level,Specializations,Flexible schedule,https://www.coursera.org/specializations/materials-science-for-advanced-technological-applications,2 months at 10 hours a week,4.6
Financing and Initiating Major Engineering Projects,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/financing-major-engineering-projects,22 hours (approximately),4.8
Natural Gas,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/natural-gas,15 hours (approximately),4.7
Energy: The Enterprise,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/energy-industry-overview,17 hours (approximately),4.7
Programming for the Internet of Things Project,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/internet-of-things-project,6 hours (approximately),4.7
Basics of Electrical Protection System,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/basics-of-electrical-protection-system,12 hours (approximately),4.4
Engineering of Structures: Tension,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/engineering-of-structures-tension,13 hours (approximately),4.9
Material Extrusion,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/material-extrusion,7 hours (approximately),
"Modern Robotics, Course 4:  Robot Motion Planning and Control",Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/modernrobotics-course4,31 hours (approximately),4.9
"Modern Robotics, Course 5:  Robot Manipulation and Wheeled Mobile Robots",Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/modernrobotics-course5,35 hours (approximately),4.7
Real-Time Mission-Critical Systems Design,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/real-time-mission-critical-systems-design,50 hours (approximately),4.4
"Modern Robotics, Course 6:  Capstone Project, Mobile Manipulation",Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/modernrobotics-course6,20 hours (approximately),4.9
"Major Engineering Projects: Governance, Risk and Scope",Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/major-engineering-projects,23 hours (approximately),4.7
Natural Disaster Risk in Infrastructure Projects,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/natural-disaster-risk-in-infrastructure-projects,5 hours (approximately),
Attitude Control with Momentum Exchange Devices,Physical Science and Engineering,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/attitude-control-momentum-exchange-devices,45 hours (approximately),
Digital Thread: Components,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/digital-thread-components,14 hours (approximately),4.6
Decision Making and Governance of Natural Disaster Risk,Physical Science and Engineering,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/decision-making-and-governance-of-natural-disaster-risk,9 hours (approximately),
Engineering Design Process with Autodesk Fusion 360,Physical Science and Engineering,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/engineering-design-process-fusion-360,15 hours (approximately),4.7
Flight mechanics - Lift and trajectory,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/lift-flight-mechanics,6 hours (approximately),4.8
Multi-Axis CNC Toolpaths,Physical Science and Engineering,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/multi-axis-cnc-toolpaths,26 hours (approximately),4.9
Intelligent Machining,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/intelligent-machining,10 hours (approximately),4.6
Internet of Things V2: Setting up and Using Cloud Services,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/internet-of-things-cloud-services-version2,10 hours (approximately),4.7
Spacecraft Formation Flying and Control Capstone Project,Physical Science and Engineering,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/capstone-project-on-spacecraft-formation-flying-and-control,19 hours (approximately),
Design for Additive Manufacturing,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/design-for-additive-manufacturing,7 hours (approximately),4.9
Averaged-Switch Modeling and Simulation,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/averagedswitchmodelingandsimulation,16 hours (approximately),4.7
Modeling and Control of Single-Phase Rectifiers and Inverters,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/modeling-and-control-of-single-phase-rectifiers-and-inverters,13 hours (approximately),4.6
Manufacturing Process with Autodesk Fusion 360,Physical Science and Engineering,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/manufacturing-process-fusion-360,12 hours (approximately),4.7
Fundamentals of Semiconductor Characterization,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/fundamentals-of-semiconductor-characterization,5 hours (approximately),
New paradigms in wastewater management,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/new-paradigms-in-wastewater-management,Approx. 3 hours to complete,4.7
Environmental Hazards and Global Public Health,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/environmental-hazards-and-global-public-health,17 hours (approximately),4.8
"Climate Change, Sustainability, and Global Public Health",Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/climate-change-sustainability-and-global-public-health,16 hours (approximately),4.9
Flight Mechanics - Anemobarometry,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/anemobarometry-flight-mechanics,6 hours (approximately),4.9
Renewable Energy: Fundamentals and Job Opportunities,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/renewable-energy-fundamentals,Approx. 23 hours to complete,4.7
Electrodynamics: An Introduction,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/electrodynamics-introduction,12 hours (approximately),4.7
Internet of Things: How did we get here?,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/internet-of-things-history,20 hours (approximately),3.9
Robotics: Mobility,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/robotics-mobility,19 hours (approximately),3.9
Selective Laser Sintering and Metal Laser Powder Bed Fusion,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/selective-laser-sintering-and-metal-laser-powder-bed-fusion,6 hours (approximately),
Safety in the Utility Industry,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/safety-utility-industry,11 hours (approximately),4.7
Agroforestry I: Principles and Practices,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/agroforestry1,15 hours (approximately),
Engineering of Structures: Response of Structures,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/engineering-of-structures-response-of-structures,16 hours (approximately),5
Engineering of Structures: Compression,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/engineering-of-structures-compression,11 hours (approximately),
